label,New,org_or_new
positive,"Jeg vil gøre mit bedste for at dokumentere de første to dage på som professionel og være der om lørdagen i mit private med datteren. #uddpol #skills #eud #eux 

Følg det hele på Detailhandelsuddannelsens Facebookside: 👇👇
[LINK]",1
negative,"Er det virkelig som “formand for Det Udenrigspolitiske Nævn” at tager imod Le Pen? Er det Udenrigspolitisk Nævn, som har inviteret Le Pen eller er det Espersen selv? To helt forskellige signaler #dkpol",1
negative,"kan i ikke droppe den forespørgsel efter lokation når man går ind på jeres side? Det crasher min Firefox på android.
Lav i stedet en knap, for dem der ikke ved hvor de er.",1
negative,"Du antager, at andre mener, at forskellen i IQ bunder i biologi. 
Du påstår, at forskellen i IQ er socioøkonomiske forhold, det skal i så fald underbygges.",1
negative,"Ingen tvivl om det en klassiker. Men en fairness er det kun i bagklogskabens lys, man kan se hvor dumt og ignorant det var",1
positive,her er mine elevers bud på de vigtigste emner til valget - de er alle førstegangsvælgere! De håber at de bliver hørt! #dkpol,1
negative,"Synes bare det er lidt underligt at frydes over, at der fjernes forskningsmidler fra kernekraft? Hvis det blev for ærgerlig en drejning, kan vi da godt holde her. Min holdning er, at der er en uforholdsmæssig stor modvilje mod kernekraft i Danmark i forhold til vidensniveauet.",1
neutral,"Vi kører rundt til hverdag med en milliard plakater over det hele. Annoncer, reklamer etc. Pludselig skulle valgplakater udgøre en særlig stor risiko. Det giver absolut ingen mening.",1
neutral,"Jeg deler din overraskelse, selvom jeg kommer jævnligt dernede på deres klatrebaner, så måske burde jeg ikke blive overrasket. På den anden side, er det jo ikke ‘vores’ natur, men hans ejendom.",1
negative,"Finanstilsynet er efter kreditforeninger og banker med nedsættelse af ejd værdier til langt under dagspris, så låneudmåling bliver hårdt presset.
Fremdrift bliver ødelagt.
@USER #dkpol",1
negative,Du kan være enig eller uenig i Amalie Haves ræsonnement ift kunstnere. Men Den Korte Radioavis har i ugevis ringet til Amalie direkte fra radioprogrammet og udenfor sendetid samt publiceret hendes egne billeder på programmets Facebookside uden samtykke. I FEM programmer. Chikane.,1
positive,"Flabet tæmning bag støttebenet af Andreas Skov Olsen, inden han så sparker bolden i kassen til 0-2.
#FCNdk #sldk #vbfcn fcn",1
positive,Samarbejdet mellem og har i det forgangne år ført til bla fælles erhvervsudspil og sælgerpantebrevsmodel til gavn for generationsskifte. Vi ser frem til det kommende politiske år 🌾👩‍🌾 #dkpol #dkøko,1
positive,EKWB er altid god for en omgang eyecandy. Denne gang henvendt til det nye 7nm grafikkort fra AMD.,1
neutral,Steffen Højer vil se trodsreaktion mod Roskilde #1div #viborgff,1
negative,RT @USER: Hvad f..... sker der nu her? #dkpol #ledelse,1
positive,"Jamen der ER da netop nogen, der gerne vil lege med Det vil vælgerne. Den største procentvise stigning til partier, der vil en anden vej. #fremad",1
positive,"vi skal bestemt også være opmærksomme...

‘Bare fordi man er banal, betyder det ikke, at man ikke er farlig. Bare fordi man er latterlig, betyder det ikke, at man ikke skal tages alvorligt’ - Åsne Seierstad",1
neutral,Grønlands fiskeriminister Jeremiassen trækker sig efter en periode med tumult i fiskeripolitikken #glpol,1
positive,Sådan! er mega stolte af at @USER&amp;Knudsen har vundet #arbejdsmiljøprisen for #arbejde med #stress Tillykke #dkpol,1
negative,"#VUC har brug for ilt (penge) I årevis er VUCs tilbud drænet for ressourcer, og netop det at give voksne de grundlæggende færdigheder, de ikke fik som børn og unge, forudsætter et voksenpædagogisk miljø tæt på borgerne. Det koster, og vi skylder #uddpol",1
neutral,"Esbjerg fB skifter. '82: Yuri Yakovenko går ud, og Patrick Egelund kommer ind",1
positive,"Intet ondt herfra 😊 Det er muligt, at du har ret. Jeg har bare ikke kunnet finde den definition, men jeg har heller ikke brugt old school ordbøger. Jeg formoder ikke, at mange dyr ud over mennesket parrer sig med andet formål end reproduktion. Jeg har heller ikke hørt ...",1
neutral,"Mandag eftermiddag holdt F.C. København pressemøde om, at William Kvist nu er indstillet til en bestyrelsespost i Parken Sport &amp; Entertainment. Hør hele pressemødet med William, Ståle og Bo Rygaard i denne podcast! #fcklive 
[LINK]",1
neutral,"Fagforeninger får et kæmpe skulderklap, men også en røffel af danskerne i en ny undersøgelse #arbejde",1
neutral,"“Balancen mellem frihandelsesblokkene og de mere protektionistiske i Europa-Parlamentet vil rykke sig. De kræfter, der vil frihandel, vil blive svækket og den europæiske integration bremset,” siger Rasmus Brun Pedersen fra til P1radio #dkmedier",1
neutral,Antallet af danskere med lynhurtigt bredbånd eksploderer,1
neutral,Riisager udskyder omdiskuteret digital prøvevagt #dkpol #uddpol,1
neutral,Og det gælder for øvrigt nok også de ægte 😉 #nejtaktilindgreb #dkpol,1
positive,Så tager vi Golf igen. Men overvejer elektrisk! 😂,1
neutral,"Det er intressant at flere skriver deler pga, så skylder man ikke noget. Præcis sådan jeg har det. Jeg dater ikke. Men det med at skylde, så skal man gå med manden hjem og gice det man skylder. Så en deler.",1
negative,"Jeg har det lidt mærkeligt med, at man kan lave journalistik på den måde. På den ene side er oplysningerne jo super relevante og interessante. På den anden side - kan man så det som journalist - sidde i en bar og høre folk tale og så lave en hel artikel om det?",1
negative,"De to størrelser er selvfølgelig ikke 100% sammenlignelige, men når DBU er så fokuserede på at engagere sig i homo-rettigheder (hvilket er fint) så er det absurd tyndt hvis DBU intet gør ifht. Qatar. Hvis DBU kun vil stå ved sit standpunkt når det er uden konsekvenser er det 👎",1
negative,"1/2
Det efterlader alligevel en del spørgsmål.
1. Hvor lukrativ er den fratrædelsesaftale, som den angiveligt løgnagtige og økonomisk uansvarlige skoledirektør har indgået? 
2. Hvornår fritstiller man den ligeledes angiveligt løgnagtige og økonomisk uansvarlige skolechef? og....",1
negative,Du er jo helt hjernevasket af kulten :-) Sæt dig ind i hvad socialisme er! Danmark bygger ikke rigtigt på socialisme... Det lyder mere som et konservativt argument du bruger. Du er konservativ men tror du er socialist 😂🤣,1
negative,"Prisen for at regeringen kan gå til valg sammen med @USER: En strukturreform, der ikke er brug for. #sundpol #dkpol",1
positive,"Det er da super, dine øjne er da vigtigere and valgkampen. Og bliver du ikke 100% brillefri går vel endda.",1
positive,Tænd for dit tv! I dag og et par dage frem kan du på møde en masse fantastiske frivillige fra @USER: #dksocial #frivillig,1
negative,"[LINK]

Godkendelsen er ugyldig. Dette faktum går ikke væk bare ved at lade som ingenting. Det går der i mod kraftig udover retsfølelsen og tilliden til politikerne. Der skal ryddes op! #dkpol 

[LINK]",1
negative,Fortællingen om Trump og de tolv trodsige republikanere,1
positive,"Så er der sat punktum for en stærk dansk lobbyindsats i EU. Danmark kan påvirke rigtig meget, især når vi er mange, der arbejder sammen! #dkpol #dkbiz #eupoldk",1
negative,"Det er lidt let blot at tale om ytringsfrihed, hvis man samtidig lukker øjnene for ordene han og ligesindede chikanerer befolkningsgrupper og enkeltpersoner med.

Og det sidste gør han i stor stil.

Så, nej, nu smed jeg det ud i lyset. Bare en enkelt gang.",1
negative,Kan der ikke komme nogle max-grænser på hvor meget cykellygter må lyse? Jeg er træt af at få brændt sorte pletter i mit syn af blinkende LED-lygter...!,1
neutral,Stærekassen på Mors har danmarksrekord,1
neutral,"Keynes og Friedman mot Hayek og Mises. Hvis det skal være en hel time om sentralbanken, vil det bli langt tydeligere hvilke elefanter som er i rommet (K50). #dax18",1
neutral,"Europakommissionen vil nu undersøge de skattemodeller, som Nike har lavet via Holland har givet dem en unfair skattefordel. Modeller som @USER, i og mange andre medlemmer rapporterede om i #ParadisePapers",1
neutral,RT @USER: Ny træner. Nye øjne. Mathias Zanka Jørgensen bænket for første gang i sin tid i Huddersfield. Kamp fra 14.25 på,1
neutral,"På ingen måder coolio. Men det er ligesom når jeg har fokus på sproget i klassen, hvor jeg underviser, og lille 'Peter' råber ""LUDER!"", og jeg påtaler det, og han så siger ""men Mohammed har kastet med viskelæder 3 gange."" Fokus på A, gør ikke B tilladt eller ""cool"".",1
neutral,"Det sætter dybe spor når byens vartegn brænder. Her deler Hans-Erik Germuth sin oplevelse af branden i Domkirken i 1968. Henning, der gik på pension for år tilbage, er i øvrigt fortsat en dygtig vikar på skolen #lærmedklm",1
negative,"- God fart, men lidt stive hofter i retningsskift, run and chase type
- Tackler godt og er meget fysisk i sin spillestil
- Virker ikke super instinktiv, og det går lidt langsomt med at læse spillet på nogle spil.
- Habil Blitzer
- Ville nok ikke stole meget på ham i opdækningen",1
negative,"Hvordan spørger man en kilde: ”Er du ikke-binær?” #dkmedier 
[LINK]",1
negative,"Kunne vi få lidt flere oplysninger! Hårfarve fx.
De to formodede gerningsmænd løb fra stedet. De beskrives begge som spinkel af bygning, 180-190 centimeter høje og er i alderen 18-20 år.",1
neutral,Det er afgørende for Danmarks fremtid at vi får en langsigtet plan for udbygningen og vedligeholdelsen af infrastrukturen #dkpol ⁦@USER⁩ ⁦@USER⁩,1
negative,"Tal endelig ned til mange tusinde danskeres meget reele bekymringer. Det skal nok afskrække dem fra at stemme på Paludan, at du synes de er idioter...",1
negative,Det handler IKKE om 👟👠 #dkpol #ligestilling #ledelse,1
neutral,"🎧 🇲🇦🇩🇰Ny podcast: Danmarks ambassadør i Marokko, Nikolaj Harris, fortæller om Marokkos aktive udenrigs- og sikkerhedspolitik og om landets altoverskyggende prioritet - nemlig kontrollen over det omstridte område, Vestsahara #dkpol #podcastdk #dkmedier 👉
[LINK]",1
negative,RT @USER: Olieindustrien bruger milliarder på at obstruere den globale klimapolitik #dkgreen,1
neutral,.@USER lægger sidste hånd på sin tale til landsmødet. Følg den på DR2 og TV2 News kl 14. Klimakrisen kræver vores udelte opmærksomhed #dkpol #LMÅ19,1
positive,"playstation 4(og der findes sikkert en masse på DBA) er fint til fortnite. Fortnite er gratis, pengene kan man vælge at bruge på ingame merch. Og nej, det er faktisk helt rimeligt og på niveau med PC.",1
positive,"Mangler du frivillige til bestyrelsen, den næste byfest eller noget helt tredje? Så læs med her 😊",1
neutral,Jeg ved godt Ø har og det er efter 8 år så det betyder igen farvel til en af deres dygtige folk ! Men tror det er sundt at komme væk fra Borgen en periode det gør bla fra Å og det har han sagt fra start af ! Ved ikke hvorfor Å har valgt anderledes m leder ?!,1
positive,"Jeg synes nu man er ret tilpasset og organiseret når man stiller op til protest mod fascister. Fascister er anti-demokrater, ikke unge der protesterer. Lad være med at beskylde de unge for at politiet valgte det mest konfliktpotentielle sted, man skulle tro de ønskede konflikt.",1
neutral,OB-profil: Brøndby-kampen var den fedeste #brøndby #obdk #sldk,1
positive,"Desuden går ingen mennesker gennem livet uden af og til ikke at leve op til deres egne idealer. Jeg har for eksempel i årevis råbt op om dyrevelfærd, men det er kun siden nytår, at jeg stort set er holdt op med at spise kød.",1
neutral,"4/3 ca. 78.000 ansatte så trækker det resten af sektorens sygefravær op. Rapporten konkluderer bl.a. “...over halvdelen af forskellene i sygefravær skyldes forskelle i demografi og arbejde” siger Merete Labriola, som er uafhængig forsker med speciale i sygefravær.",1
neutral,Har Wozzy ikke været aktiv i mere end 11 år?,1
negative,Det skriver jeg netop med dråben der fik det til at eksplodere ! Det skete ikke over Night ! Vi har længe fået en dybere og dybere kløft mellem forskellige grupper i Dk der føler sig trådt på og ydmyget og ikke føler sig hørt #dkpol,1
neutral,Rasende Tuchel: Hvem skal spille mod Nantes?,1
positive,"Jeg er vild med baggrundshistorien! 😍👏🏼 

Og ja! Eftersom single = mangel på babyer i mit liv, så passer jeg gerne! 😂👌🏼",1
positive,Så kom og jeg på dagens liste over mest populære tweets fra men prisen for dagens sjoveste Radio24syv tweet går nu til der i stærk 1. april stil v have til at byde på den ledige radiokanal 😱😂✌️#dkpol,1
neutral,Man diskuterer ikke med formanden. Overhovedet!,1
neutral,Massiv kø efter uheld på Køge Bugt-motorvejen,1
positive,RT @USER: Tænk at det siger i dette interview ikke bare er indlysende for enhver:,1
negative,"Det må være rart at bo i det elfenbenstårn hun har bygget sig. Bagefter argumenterer hun for at de er historieløse, jeg var ved at kaste op af grin, over stupiditeten.",1
positive,"Ser det slet ikke som noget problem, den 7 dages periode er jo bare noget, som de etablerede partier har brugt som en vejspærring, fordi de ikke ønsker nye partier på banen. SK har fair and squre samlet 20.100 VE's, så lad vælgerne afgøre om de skal ind.",1
negative,"On second thought... spørgsmålene om dit syn ""danske værdier"" ligner et forsøg på politisk profilering af dig, ligesom dette spørgsmål",1
neutral,Og så har Ivan Nielsen lavet inddækninger og tagrender på mit gamle hus på Amager. Han har et VVS-firma med sin søn.,1
negative,Hvorfor synes og resten af folketinget at det er ok at fleksjobbere ikke skal have et ordentligt liv ? Se fx. DR I hus til halsen VII (4:8) #Udafhusoghjem #psykiskudmattelse Og vil ikke velfærd,1
neutral,"“Hvad ville I gøre, hvis de frivillige gik hjem i morgen?”🤷🏼‍♂️ Lynge Jacobsen inspirerer hele idrætten, NGO’er og politikere på #idrætstopmøde til hvordan flytter folk fra bænken til banen, når det gælder #beskæftigelse #integration #EnDelafNogetStørre ⚽️",1
positive,"Baggrundsinfo: Folkeforbundet er kendt, fordi det indførte principiel ligestilling mellem kønnene ved alle stillingsbesættelser i 1919, altså lang tid inden det blev muligt for kvinder at blive ansat som diplomater i de fleste nationale udenrigstjenester.",1
